選區,行政區
"2016-01 > 立法委員 > 彰化縣 > 第02選區[區域]","2016 > 彰化縣 > 芬園鄉"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 溪湖鎮"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 埔鹽鄉"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 埔心鄉"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 北斗鎮"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 二林鎮"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 埤頭鄉"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 芳苑鄉"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 大城鄉"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 竹塘鄉"
"2016-01 > 立法委員 > 彰化縣 > 第03選區[區域]","2016 > 彰化縣 > 溪州鄉"
"2016-01 > 立法委員 > 彰化縣 > 第04選區[區域]","2016 > 彰化縣 > 員林鎮"
"2016-01 > 立法委員 > 彰化縣 > 第04選區[區域]","2016 > 彰化縣 > 田中鎮"
"2016-01 > 立法委員 > 彰化縣 > 第04選區[區域]","2016 > 彰化縣 > 大村鄉"
"2016-01 > 立法委員 > 彰化縣 > 第04選區[區域]","2016 > 彰化縣 > 永靖鄉"
"2016-01 > 立法委員 > 彰化縣 > 第04選區[區域]","2016 > 彰化縣 > 社頭鄉"
"2016-01 > 立法委員 > 彰化縣 > 第04選區[區域]","2016 > 彰化縣 > 二水鄉"
"2016-01 > 立法委員 > 彰化縣 > 第04選區[區域]","2016 > 彰化縣 > 田尾鄉"
"2016-01 > 立法委員 > 南投縣 > 第01選區[區域]","2016 > 南投縣 > 埔里鎮"
"2016-01 > 立法委員 > 南投縣 > 第01選區[區域]","2016 > 南投縣 > 草屯鎮"
"2016-01 > 立法委員 > 南投縣 > 第01選區[區域]","2016 > 南投縣 > 中寮鄉"
"2016-01 > 立法委員 > 南投縣 > 第01選區[區域]","2016 > 南投縣 > 魚池鄉"
"2016-01 > 立法委員 > 南投縣 > 第01選區[區域]","2016 > 南投縣 > 國姓鄉"
"2016-01 > 立法委員 > 南投縣 > 第01選區[區域]","2016 > 南投縣 > 仁愛鄉"
"2016-01 > 立法委員 > 南投縣 > 第02選區[區域]","2016 > 南投縣 > 南投市"
"2016-01 > 立法委員 > 南投縣 > 第02選區[區域]","2016 > 南投縣 > 竹山鎮"
"2016-01 > 立法委員 > 南投縣 > 第02選區[區域]","2016 > 南投縣 > 集集鎮"
"2016-01 > 立法委員 > 南投縣 > 第02選區[區域]","2016 > 南投縣 > 名間鄉"
"2016-01 > 立法委員 > 南投縣 > 第02選區[區域]","2016 > 南投縣 > 鹿谷鄉"
"2016-01 > 立法委員 > 南投縣 > 第02選區[區域]","2016 > 南投縣 > 水里鄉"
"2016-01 > 立法委員 > 南投縣 > 第02選區[區域]","2016 > 南投縣 > 信義鄉"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 虎尾鎮"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 土庫鎮"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 北港鎮"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 麥寮鄉"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 東勢鄉"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 褒忠鄉"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 臺西鄉"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 元長鄉"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 四湖鄉"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 口湖鄉"
"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]","2016 > 雲林縣 > 水林鄉"
"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]","2016 > 雲林縣 > 斗六市"
"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]","2016 > 雲林縣 > 斗南鎮"
"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]","2016 > 雲林縣 > 西螺鎮"
"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]","2016 > 雲林縣 > 古坑鄉"
"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]","2016 > 雲林縣 > 大埤鄉"
"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]","2016 > 雲林縣 > 莿桐鄉"
"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]","2016 > 雲林縣 > 林內鄉"
"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]","2016 > 雲林縣 > 二崙鄉"
"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]","2016 > 雲林縣 > 崙背鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第01選區[區域]","2016 > 嘉義縣 > 太保市"
"2016-01 > 立法委員 > 嘉義縣 > 第01選區[區域]","2016 > 嘉義縣 > 朴子市"
"2016-01 > 立法委員 > 嘉義縣 > 第01選區[區域]","2016 > 嘉義縣 > 布袋鎮"
"2016-01 > 立法委員 > 嘉義縣 > 第01選區[區域]","2016 > 嘉義縣 > 六腳鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第01選區[區域]","2016 > 嘉義縣 > 東石鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第01選區[區域]","2016 > 嘉義縣 > 義竹鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第01選區[區域]","2016 > 嘉義縣 > 鹿草鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第01選區[區域]","2016 > 嘉義縣 > 水上鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 大林鎮"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 民雄鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 溪口鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 新港鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 中埔鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 竹崎鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 梅山鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 番路鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 大埔鄉"
"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]","2016 > 嘉義縣 > 阿里山鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 潮州鎮"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 長治鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 九如鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 里港鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 鹽埔鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 高樹鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 萬巒鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 內埔鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 竹田鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 三地門鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 霧臺鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 瑪家鄉"
"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]","2016 > 屏東縣 > 泰武鄉"
"2016-01 > 立法委員 > 屏東縣 > 第02選區[區域]","2016 > 屏東縣 > 屏東市"
"2016-01 > 立法委員 > 屏東縣 > 第02選區[區域]","2016 > 屏東縣 > 萬丹鄉"
"2016-01 > 立法委員 > 屏東縣 > 第02選區[區域]","2016 > 屏東縣 > 麟洛鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 東港鎮"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 恆春鎮"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 新埤鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 枋寮鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 新園鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 崁頂鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 林邊鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 南州鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 佳冬鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 琉球鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 車城鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 滿州鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 枋山鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 來義鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 春日鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 獅子鄉"
"2016-01 > 立法委員 > 屏東縣 > 第03選區[區域]","2016 > 屏東縣 > 牡丹鄉"
"2016-01 > 立法委員 > 宜蘭縣 > 第01選區[區域]","2016 > 宜蘭縣"
"2016-01 > 立法委員 > 花蓮縣 > 第01選區[區域]","2016 > 花蓮縣"
"2016-01 > 立法委員 > 臺東縣 > 第01選區[區域]","2016 > 臺東縣"
"2016-01 > 立法委員 > 澎湖縣 > 第01選區[區域]","2016 > 澎湖縣"
"2016-01 > 立法委員 > 基隆市 > 第01選區[區域]","2016 > 基隆市"
"2016-01 > 立法委員 > 新竹市 > 第01選區[區域]","2016 > 新竹市"
"2016-01 > 立法委員 > 嘉義市 > 第01選區[區域]","2016 > 嘉義市"
"2016-01 > 立法委員 > 連江縣 > 第01選區[區域]","2016 > 連江縣"
"2016-01 > 立法委員 > 金門縣 > 第01選區[區域]","2016 > 金門縣"
