ivid,id,name,town,county,vid,icid,itid
TPE-120-016,63000120-016,立賢里,北投區,臺北市,016,TPE,TPE-120
TPE-120-017,63000120-017,立農里,北投區,臺北市,017,TPE,TPE-120
TPE-120-018,63000120-018,八仙里,北投區,臺北市,018,TPE,TPE-120
TPE-120-019,63000120-019,洲美里,北投區,臺北市,019,TPE,TPE-120
TPE-120-020,63000120-020,奇岩里,北投區,臺北市,020,TPE,TPE-120
TPE-120-021,63000120-021,清江里,北投區,臺北市,021,TPE,TPE-120
TPE-120-022,63000120-022,中央里,北投區,臺北市,022,TPE,TPE-120
TPE-120-023,63000120-023,長安里,北投區,臺北市,023,TPE,TPE-120
TPE-120-024,63000120-024,大同里,北投區,臺北市,024,TPE,TPE-120
TPE-120-025,63000120-025,溫泉里,北投區,臺北市,025,TPE,TPE-120
TPE-120-026,63000120-026,林泉里,北投區,臺北市,026,TPE,TPE-120
TPE-120-027,63000120-027,中心里,北投區,臺北市,027,TPE,TPE-120
TPE-120-028,63000120-028,中庸里,北投區,臺北市,028,TPE,TPE-120
TPE-120-029,63000120-029,開明里,北投區,臺北市,029,TPE,TPE-120
TPE-120-030,63000120-030,中和里,北投區,臺北市,030,TPE,TPE-120
TPE-120-031,63000120-031,智仁里,北投區,臺北市,031,TPE,TPE-120
TPE-120-032,63000120-032,秀山里,北投區,臺北市,032,TPE,TPE-120
TPE-120-033,63000120-033,文化里,北投區,臺北市,033,TPE,TPE-120
TPE-120-034,63000120-034,豐年里,北投區,臺北市,034,TPE,TPE-120
TPE-120-035,63000120-035,稻香里,北投區,臺北市,035,TPE,TPE-120
TPE-120-036,63000120-036,桃源里,北投區,臺北市,036,TPE,TPE-120
TPE-120-037,63000120-037,一德里,北投區,臺北市,037,TPE,TPE-120
TPE-120-038,63000120-038,關渡里,北投區,臺北市,038,TPE,TPE-120
TPE-120-039,63000120-039,泉源里,北投區,臺北市,039,TPE,TPE-120
TPE-120-040,63000120-040,湖山里,北投區,臺北市,040,TPE,TPE-120
TPE-120-041,63000120-041,大屯里,北投區,臺北市,041,TPE,TPE-120
TPE-120-042,63000120-042,湖田里,北投區,臺北市,042,TPE,TPE-120
KHH-010-001,64000010-001,藍橋里,鹽埕區,高雄市,001,KHH,KHH-010
KHH-010-002,64000010-002,慈愛里,鹽埕區,高雄市,002,KHH,KHH-010
KHH-010-003,64000010-003,博愛里,鹽埕區,高雄市,003,KHH,KHH-010
KHH-010-004,64000010-004,壽星里,鹽埕區,高雄市,004,KHH,KHH-010
KHH-010-005,64000010-005,中山里,鹽埕區,高雄市,005,KHH,KHH-010
KHH-010-006,64000010-006,教仁里,鹽埕區,高雄市,006,KHH,KHH-010
KHH-010-007,64000010-007,新樂里,鹽埕區,高雄市,007,KHH,KHH-010
KHH-010-008,64000010-008,中原里,鹽埕區,高雄市,008,KHH,KHH-010
KHH-010-009,64000010-009,光明里,鹽埕區,高雄市,009,KHH,KHH-010
KHH-010-010,64000010-010,育仁里,鹽埕區,高雄市,010,KHH,KHH-010
KHH-010-011,64000010-011,河濱里,鹽埕區,高雄市,011,KHH,KHH-010
KHH-010-012,64000010-012,沙地里,鹽埕區,高雄市,012,KHH,KHH-010
KHH-010-013,64000010-013,南端里,鹽埕區,高雄市,013,KHH,KHH-010
KHH-010-014,64000010-014,港都里,鹽埕區,高雄市,014,KHH,KHH-010
KHH-010-015,64000010-015,江西里,鹽埕區,高雄市,015,KHH,KHH-010
KHH-010-016,64000010-016,新豐里,鹽埕區,高雄市,016,KHH,KHH-010
KHH-010-017,64000010-017,府北里,鹽埕區,高雄市,017,KHH,KHH-010
KHH-010-018,64000010-018,陸橋里,鹽埕區,高雄市,018,KHH,KHH-010
KHH-010-019,64000010-019,瀨南里,鹽埕區,高雄市,019,KHH,KHH-010
KHH-010-020,64000010-020,新化里,鹽埕區,高雄市,020,KHH,KHH-010
KHH-010-021,64000010-021,江南里,鹽埕區,高雄市,021,KHH,KHH-010
KHH-020-001,64000020-001,鼓峰里,鼓山區,高雄市,001,KHH,KHH-020
KHH-020-002,64000020-002,雄峰里,鼓山區,高雄市,002,KHH,KHH-020
KHH-020-003,64000020-003,前峰里,鼓山區,高雄市,003,KHH,KHH-020
KHH-020-004,64000020-004,光榮里,鼓山區,高雄市,004,KHH,KHH-020
KHH-020-005,64000020-005,民族里,鼓山區,高雄市,005,KHH,KHH-020
KHH-020-006,64000020-006,內惟里,鼓山區,高雄市,006,KHH,KHH-020
KHH-020-007,64000020-007,建國里,鼓山區,高雄市,007,KHH,KHH-020
KHH-020-008,64000020-008,忠正里,鼓山區,高雄市,008,KHH,KHH-020
KHH-020-009,64000020-009,自強里,鼓山區,高雄市,009,KHH,KHH-020
KHH-020-010,64000020-010,龍井里,鼓山區,高雄市,010,KHH,KHH-020
KHH-020-011,64000020-011,正德里,鼓山區,高雄市,011,KHH,KHH-020
KHH-020-012,64000020-012,平和里,鼓山區,高雄市,012,KHH,KHH-020
KHH-020-013,64000020-013,民強里,鼓山區,高雄市,013,KHH,KHH-020
KHH-020-014,64000020-014,厚生里,鼓山區,高雄市,014,KHH,KHH-020
KHH-020-015,64000020-015,龍子里,鼓山區,高雄市,015,KHH,KHH-020
KHH-020-016,64000020-016,龍水里,鼓山區,高雄市,016,KHH,KHH-020
KHH-020-017,64000020-017,明誠里,鼓山區,高雄市,017,KHH,KHH-020
KHH-020-018,64000020-018,華豐里,鼓山區,高雄市,018,KHH,KHH-020
KHH-020-019,64000020-019,裕興里,鼓山區,高雄市,019,KHH,KHH-020
KHH-020-020,64000020-020,裕豐里,鼓山區,高雄市,020,KHH,KHH-020
KHH-020-021,64000020-021,鼓岩里,鼓山區,高雄市,021,KHH,KHH-020
KHH-020-022,64000020-022,樹德里,鼓山區,高雄市,022,KHH,KHH-020
KHH-020-023,64000020-023,寶樹里,鼓山區,高雄市,023,KHH,KHH-020
KHH-020-024,64000020-024,興宗里,鼓山區,高雄市,024,KHH,KHH-020
KHH-020-025,64000020-025,光化里,鼓山區,高雄市,025,KHH,KHH-020
KHH-020-026,64000020-026,山下里,鼓山區,高雄市,026,KHH,KHH-020
KHH-020-027,64000020-027,河邊里,鼓山區,高雄市,027,KHH,KHH-020
KHH-020-028,64000020-028,綠川里,鼓山區,高雄市,028,KHH,KHH-020
KHH-020-029,64000020-029,登山里,鼓山區,高雄市,029,KHH,KHH-020
KHH-020-030,64000020-030,峰南里,鼓山區,高雄市,030,KHH,KHH-020
KHH-020-031,64000020-031,麗興里,鼓山區,高雄市,031,KHH,KHH-020
KHH-020-032,64000020-032,新民里,鼓山區,高雄市,032,KHH,KHH-020
KHH-020-033,64000020-033,延平里,鼓山區,高雄市,033,KHH,KHH-020
KHH-020-034,64000020-034,維生里,鼓山區,高雄市,034,KHH,KHH-020
KHH-020-035,64000020-035,惠安里,鼓山區,高雄市,035,KHH,KHH-020
KHH-020-036,64000020-036,壽山里,鼓山區,高雄市,036,KHH,KHH-020
KHH-020-037,64000020-037,哨船頭里,鼓山區,高雄市,037,KHH,KHH-020
KHH-020-038,64000020-038,桃源里,鼓山區,高雄市,038,KHH,KHH-020
KHH-030-001,64000030-001,進學里,左營區,高雄市,001,KHH,KHH-030
KHH-030-002,64000030-002,尾西里,左營區,高雄市,002,KHH,KHH-030
KHH-030-003,64000030-003,頂北里,左營區,高雄市,003,KHH,KHH-030
KHH-030-004,64000030-004,中北里,左營區,高雄市,004,KHH,KHH-030
KHH-030-005,64000030-005,中南里,左營區,高雄市,005,KHH,KHH-030
KHH-030-006,64000030-006,廟東里,左營區,高雄市,006,KHH,KHH-030
KHH-030-007,64000030-007,廟北里,左營區,高雄市,007,KHH,KHH-030
KHH-030-008,64000030-008,尾南里,左營區,高雄市,008,KHH,KHH-030
KHH-030-009,64000030-009,尾北里,左營區,高雄市,009,KHH,KHH-030
KHH-030-011,64000030-011,屏山里,左營區,高雄市,011,KHH,KHH-030
KHH-030-012,64000030-012,祥和里,左營區,高雄市,012,KHH,KHH-030
KHH-030-013,64000030-013,永清里,左營區,高雄市,013,KHH,KHH-030
KHH-030-014,64000030-014,復興里,左營區,高雄市,014,KHH,KHH-030
KHH-030-015,64000030-015,莒光里,左營區,高雄市,015,KHH,KHH-030
KHH-030-016,64000030-016,光輝里,左營區,高雄市,016,KHH,KHH-030
KHH-030-017,64000030-017,合群里,左營區,高雄市,017,KHH,KHH-030
KHH-030-019,64000030-019,明建里,左營區,高雄市,019,KHH,KHH-030
KHH-030-021,64000030-021,頂西里,左營區,高雄市,021,KHH,KHH-030
KHH-030-022,64000030-022,聖后里,左營區,高雄市,022,KHH,KHH-030
KHH-030-023,64000030-023,聖西里,左營區,高雄市,023,KHH,KHH-030
KHH-030-024,64000030-024,聖南里,左營區,高雄市,024,KHH,KHH-030
KHH-030-025,64000030-025,城南里,左營區,高雄市,025,KHH,KHH-030
KHH-030-026,64000030-026,路東里,左營區,高雄市,026,KHH,KHH-030
KHH-030-027,64000030-027,廍北里,左營區,高雄市,027,KHH,KHH-030
KHH-030-028,64000030-028,廍南里,左營區,高雄市,028,KHH,KHH-030
KHH-030-029,64000030-029,埤西里,左營區,高雄市,029,KHH,KHH-030
KHH-030-030,64000030-030,埤北里,左營區,高雄市,030,KHH,KHH-030
KHH-030-031,64000030-031,埤東里,左營區,高雄市,031,KHH,KHH-030
KHH-030-032,64000030-032,海勝里,左營區,高雄市,032,KHH,KHH-030
KHH-030-034,64000030-034,崇實里,左營區,高雄市,034,KHH,KHH-030
KHH-030-035,64000030-035,自助里,左營區,高雄市,035,KHH,KHH-030
KHH-030-036,64000030-036,果貿里,左營區,高雄市,036,KHH,KHH-030
KHH-030-037,64000030-037,果惠里,左營區,高雄市,037,KHH,KHH-030
KHH-030-038,64000030-038,果峰里,左營區,高雄市,038,KHH,KHH-030
KHH-030-039,64000030-039,新下里,左營區,高雄市,039,KHH,KHH-030
KHH-030-040,64000030-040,新上里,左營區,高雄市,040,KHH,KHH-030
KHH-030-041,64000030-041,新中里,左營區,高雄市,041,KHH,KHH-030
KHH-030-042,64000030-042,新光里,左營區,高雄市,042,KHH,KHH-030
KHH-030-043,64000030-043,菜公里,左營區,高雄市,043,KHH,KHH-030
KHH-030-044,64000030-044,福山里,左營區,高雄市,044,KHH,KHH-030
KHH-040-001,64000040-001,清豐里,楠梓區,高雄市,001,KHH,KHH-040
KHH-040-002,64000040-002,東寧里,楠梓區,高雄市,002,KHH,KHH-040
KHH-040-003,64000040-003,五常里,楠梓區,高雄市,003,KHH,KHH-040
KHH-040-004,64000040-004,享平里,楠梓區,高雄市,004,KHH,KHH-040
KHH-040-005,64000040-005,中陽里,楠梓區,高雄市,005,KHH,KHH-040
KHH-040-006,64000040-006,惠楠里,楠梓區,高雄市,006,KHH,KHH-040
KHH-040-007,64000040-007,惠民里,楠梓區,高雄市,007,KHH,KHH-040
KHH-040-008,64000040-008,惠豐里,楠梓區,高雄市,008,KHH,KHH-040
KHH-040-009,64000040-009,錦屏里,楠梓區,高雄市,009,KHH,KHH-040
KHH-040-010,64000040-010,玉屏里,楠梓區,高雄市,010,KHH,KHH-040
KHH-040-011,64000040-011,金田里,楠梓區,高雄市,011,KHH,KHH-040
KHH-040-012,64000040-012,稔田里,楠梓區,高雄市,012,KHH,KHH-040
KHH-040-013,64000040-013,瑞屏里,楠梓區,高雄市,013,KHH,KHH-040
KHH-040-014,64000040-014,翠屏里,楠梓區,高雄市,014,KHH,KHH-040
KHH-040-015,64000040-015,宏南里,楠梓區,高雄市,015,KHH,KHH-040
KHH-040-016,64000040-016,宏毅里,楠梓區,高雄市,016,KHH,KHH-040
KHH-040-017,64000040-017,宏榮里,楠梓區,高雄市,017,KHH,KHH-040
KHH-040-018,64000040-018,廣昌里,楠梓區,高雄市,018,KHH,KHH-040
KHH-040-019,64000040-019,久昌里,楠梓區,高雄市,019,KHH,KHH-040
KHH-040-020,64000040-020,大昌里,楠梓區,高雄市,020,KHH,KHH-040
KHH-040-021,64000040-021,福昌里,楠梓區,高雄市,021,KHH,KHH-040
KHH-040-022,64000040-022,盛昌里,楠梓區,高雄市,022,KHH,KHH-040
KHH-040-023,64000040-023,泰昌里,楠梓區,高雄市,023,KHH,KHH-040
KHH-040-024,64000040-024,興昌里,楠梓區,高雄市,024,KHH,KHH-040
KHH-040-025,64000040-025,建昌里,楠梓區,高雄市,025,KHH,KHH-040
KHH-040-026,64000040-026,宏昌里,楠梓區,高雄市,026,KHH,KHH-040
KHH-040-027,64000040-027,和昌里,楠梓區,高雄市,027,KHH,KHH-040
KHH-040-028,64000040-028,慶昌里,楠梓區,高雄市,028,KHH,KHH-040
KHH-040-029,64000040-029,隆昌里,楠梓區,高雄市,029,KHH,KHH-040
KHH-040-030,64000040-030,秀昌里,楠梓區,高雄市,030,KHH,KHH-040
KHH-040-031,64000040-031,裕昌里,楠梓區,高雄市,031,KHH,KHH-040
KHH-040-032,64000040-032,國昌里,楠梓區,高雄市,032,KHH,KHH-040
KHH-040-033,64000040-033,加昌里,楠梓區,高雄市,033,KHH,KHH-040
KHH-040-034,64000040-034,仁昌里,楠梓區,高雄市,034,KHH,KHH-040
KHH-040-035,64000040-035,藍田里,楠梓區,高雄市,035,KHH,KHH-040
KHH-040-036,64000040-036,中興里,楠梓區,高雄市,036,KHH,KHH-040
KHH-040-037,64000040-037,中和里,楠梓區,高雄市,037,KHH,KHH-040
KHH-050-001,64000050-001,鼎金里,三民區,高雄市,001,KHH,KHH-050
KHH-050-002,64000050-002,鼎盛里,三民區,高雄市,002,KHH,KHH-050
KHH-050-003,64000050-003,鼎強里,三民區,高雄市,003,KHH,KHH-050
KHH-050-004,64000050-004,鼎力里,三民區,高雄市,004,KHH,KHH-050
KHH-050-005,64000050-005,鼎西里,三民區,高雄市,005,KHH,KHH-050
KHH-050-006,64000050-006,鼎中里,三民區,高雄市,006,KHH,KHH-050
KHH-050-007,64000050-007,鼎泰里,三民區,高雄市,007,KHH,KHH-050
KHH-050-008,64000050-008,本館里,三民區,高雄市,008,KHH,KHH-050
KHH-050-009,64000050-009,本和里,三民區,高雄市,009,KHH,KHH-050
KHH-050-010,64000050-010,本文里,三民區,高雄市,010,KHH,KHH-050
KHH-050-011,64000050-011,本武里,三民區,高雄市,011,KHH,KHH-050
KHH-050-012,64000050-012,本元里,三民區,高雄市,012,KHH,KHH-050
KHH-050-013,64000050-013,本安里,三民區,高雄市,013,KHH,KHH-050
KHH-050-014,64000050-014,本上里,三民區,高雄市,014,KHH,KHH-050
KHH-050-015,64000050-015,本揚里,三民區,高雄市,015,KHH,KHH-050
KHH-050-016,64000050-016,寶獅里,三民區,高雄市,016,KHH,KHH-050
KHH-050-017,64000050-017,寶德里,三民區,高雄市,017,KHH,KHH-050
KHH-050-018,64000050-018,寶泰里,三民區,高雄市,018,KHH,KHH-050
KHH-050-019,64000050-019,寶興里,三民區,高雄市,019,KHH,KHH-050
KHH-050-020,64000050-020,寶中里,三民區,高雄市,020,KHH,KHH-050
KHH-050-021,64000050-021,寶華里,三民區,高雄市,021,KHH,KHH-050
KHH-050-022,64000050-022,寶國里,三民區,高雄市,022,KHH,KHH-050
KHH-050-023,64000050-023,寶民里,三民區,高雄市,023,KHH,KHH-050
KHH-050-024,64000050-024,寶慶里,三民區,高雄市,024,KHH,KHH-050
KHH-050-025,64000050-025,寶業里,三民區,高雄市,025,KHH,KHH-050
KHH-050-026,64000050-026,寶盛里,三民區,高雄市,026,KHH,KHH-050
KHH-050-027,64000050-027,寶安里,三民區,高雄市,027,KHH,KHH-050
KHH-050-028,64000050-028,寶龍里,三民區,高雄市,028,KHH,KHH-050
KHH-050-029,64000050-029,寶珠里,三民區,高雄市,029,KHH,KHH-050
KHH-050-030,64000050-030,寶玉里,三民區,高雄市,030,KHH,KHH-050
KHH-050-031,64000050-031,灣子里,三民區,高雄市,031,KHH,KHH-050
KHH-050-032,64000050-032,灣愛里,三民區,高雄市,032,KHH,KHH-050
KHH-050-033,64000050-033,灣中里,三民區,高雄市,033,KHH,KHH-050
KHH-050-034,64000050-034,灣華里,三民區,高雄市,034,KHH,KHH-050
KHH-050-035,64000050-035,灣勝里,三民區,高雄市,035,KHH,KHH-050
KHH-050-036,64000050-036,灣利里,三民區,高雄市,036,KHH,KHH-050
KHH-050-037,64000050-037,灣復里,三民區,高雄市,037,KHH,KHH-050
KHH-050-038,64000050-038,正興里,三民區,高雄市,038,KHH,KHH-050
KHH-050-039,64000050-039,正順里,三民區,高雄市,039,KHH,KHH-050
KHH-050-040,64000050-040,灣興里,三民區,高雄市,040,KHH,KHH-050
KHH-050-041,64000050-041,灣成里,三民區,高雄市,041,KHH,KHH-050
KHH-050-042,64000050-042,安康里,三民區,高雄市,042,KHH,KHH-050
KHH-050-043,64000050-043,安寧里,三民區,高雄市,043,KHH,KHH-050
KHH-050-044,64000050-044,安吉里,三民區,高雄市,044,KHH,KHH-050
KHH-050-045,64000050-045,安發里,三民區,高雄市,045,KHH,KHH-050
KHH-050-046,64000050-046,安東里,三民區,高雄市,046,KHH,KHH-050
KHH-050-047,64000050-047,安和里,三民區,高雄市,047,KHH,KHH-050
KHH-050-048,64000050-048,達德里,三民區,高雄市,048,KHH,KHH-050
KHH-050-049,64000050-049,達明里,三民區,高雄市,049,KHH,KHH-050
KHH-050-050,64000050-050,達仁里,三民區,高雄市,050,KHH,KHH-050
KHH-050-051,64000050-051,達勇里,三民區,高雄市,051,KHH,KHH-050
KHH-050-052,64000050-052,同德里,三民區,高雄市,052,KHH,KHH-050
KHH-050-053,64000050-053,德智里,三民區,高雄市,053,KHH,KHH-050
KHH-050-054,64000050-054,德仁里,三民區,高雄市,054,KHH,KHH-050
KHH-050-055,64000050-055,安生里,三民區,高雄市,055,KHH,KHH-050
KHH-050-056,64000050-056,德東里,三民區,高雄市,056,KHH,KHH-050
KHH-050-057,64000050-057,德行里,三民區,高雄市,057,KHH,KHH-050
KHH-050-058,64000050-058,精華里,三民區,高雄市,058,KHH,KHH-050
KHH-050-059,64000050-059,民享里,三民區,高雄市,059,KHH,KHH-050
KHH-050-060,64000050-060,安宜里,三民區,高雄市,060,KHH,KHH-050
KHH-050-061,64000050-061,安泰里,三民區,高雄市,061,KHH,KHH-050
KHH-050-062,64000050-062,安邦里,三民區,高雄市,062,KHH,KHH-050
KHH-050-063,64000050-063,十全里,三民區,高雄市,063,KHH,KHH-050
KHH-050-064,64000050-064,十美里,三民區,高雄市,064,KHH,KHH-050
KHH-050-065,64000050-065,德北里,三民區,高雄市,065,KHH,KHH-050
KHH-050-066,64000050-066,立誠里,三民區,高雄市,066,KHH,KHH-050
KHH-050-067,64000050-067,立業里,三民區,高雄市,067,KHH,KHH-050
KHH-050-068,64000050-068,港東里,三民區,高雄市,068,KHH,KHH-050
KHH-050-069,64000050-069,港新里,三民區,高雄市,069,KHH,KHH-050
KHH-050-070,64000050-070,港西里,三民區,高雄市,070,KHH,KHH-050
KHH-050-072,64000050-072,博愛里,三民區,高雄市,072,KHH,KHH-050
KHH-050-073,64000050-073,博惠里,三民區,高雄市,073,KHH,KHH-050
KHH-050-074,64000050-074,長明里,三民區,高雄市,074,KHH,KHH-050
KHH-050-075,64000050-075,建東里,三民區,高雄市,075,KHH,KHH-050
KHH-050-076,64000050-076,興德里,三民區,高雄市,076,KHH,KHH-050
KHH-050-077,64000050-077,鳳南里,三民區,高雄市,077,KHH,KHH-050
KHH-050-078,64000050-078,鳳北里,三民區,高雄市,078,KHH,KHH-050
KHH-050-079,64000050-079,德西里,三民區,高雄市,079,KHH,KHH-050
KHH-050-081,64000050-081,豐裕里,三民區,高雄市,081,KHH,KHH-050
KHH-050-082,64000050-082,川東里,三民區,高雄市,082,KHH,KHH-050
KHH-050-083,64000050-083,裕民里,三民區,高雄市,083,KHH,KHH-050
KHH-050-084,64000050-084,力行里,三民區,高雄市,084,KHH,KHH-050
KHH-050-085,64000050-085,千歲里,三民區,高雄市,085,KHH,KHH-050
KHH-050-086,64000050-086,立德里,三民區,高雄市,086,KHH,KHH-050
KHH-050-087,64000050-087,千北里,三民區,高雄市,087,KHH,KHH-050
KHH-050-088,64000050-088,千秋里,三民區,高雄市,088,KHH,KHH-050
KHH-060-001,64000060-001,浩然里,新興區,高雄市,001,KHH,KHH-060
KHH-060-002,64000060-002,振成里,新興區,高雄市,002,KHH,KHH-060
KHH-060-003,64000060-003,德生里,新興區,高雄市,003,KHH,KHH-060
KHH-060-004,64000060-004,振華里,新興區,高雄市,004,KHH,KHH-060
KHH-060-005,64000060-005,正氣里,新興區,高雄市,005,KHH,KHH-060
KHH-060-006,64000060-006,德政里,新興區,高雄市,006,KHH,KHH-060
KHH-060-007,64000060-007,仁聲里,新興區,高雄市,007,KHH,KHH-060
KHH-060-008,64000060-008,德望里,新興區,高雄市,008,KHH,KHH-060
KHH-060-009,64000060-009,華聲里,新興區,高雄市,009,KHH,KHH-060
KHH-060-010,64000060-010,蕉園里,新興區,高雄市,010,KHH,KHH-060
KHH-060-011,64000060-011,永寧里,新興區,高雄市,011,KHH,KHH-060
KHH-060-012,64000060-012,玉衡里,新興區,高雄市,012,KHH,KHH-060
KHH-060-013,64000060-013,順昌里,新興區,高雄市,013,KHH,KHH-060
KHH-060-014,64000060-014,文昌里,新興區,高雄市,014,KHH,KHH-060
KHH-060-015,64000060-015,光耀里,新興區,高雄市,015,KHH,KHH-060
KHH-060-016,64000060-016,興昌里,新興區,高雄市,016,KHH,KHH-060
KHH-060-017,64000060-017,開平里,新興區,高雄市,017,KHH,KHH-060
KHH-060-018,64000060-018,成功里,新興區,高雄市,018,KHH,KHH-060
KHH-060-019,64000060-019,新江里,新興區,高雄市,019,KHH,KHH-060
KHH-060-020,64000060-020,黎明里,新興區,高雄市,020,KHH,KHH-060
KHH-060-021,64000060-021,愛平里,新興區,高雄市,021,KHH,KHH-060
KHH-060-022,64000060-022,南港里,新興區,高雄市,022,KHH,KHH-060
KHH-060-023,64000060-023,中東里,新興區,高雄市,023,KHH,KHH-060
KHH-060-024,64000060-024,明莊里,新興區,高雄市,024,KHH,KHH-060
KHH-060-025,64000060-025,大明里,新興區,高雄市,025,KHH,KHH-060
KHH-060-026,64000060-026,秋山里,新興區,高雄市,026,KHH,KHH-060
KHH-060-027,64000060-027,長驛里,新興區,高雄市,027,KHH,KHH-060
KHH-060-028,64000060-028,建興里,新興區,高雄市,028,KHH,KHH-060
KHH-060-029,64000060-029,建華里,新興區,高雄市,029,KHH,KHH-060
KHH-060-030,64000060-030,漢民里,新興區,高雄市,030,KHH,KHH-060
KHH-060-031,64000060-031,榮治里,新興區,高雄市,031,KHH,KHH-060
KHH-060-032,64000060-032,東坡里,新興區,高雄市,032,KHH,KHH-060
KHH-070-001,64000070-001,三川里,前金區,高雄市,001,KHH,KHH-070
KHH-070-002,64000070-002,草江里,前金區,高雄市,002,KHH,KHH-070
KHH-070-003,64000070-003,長城里,前金區,高雄市,003,KHH,KHH-070
KHH-070-004,64000070-004,北金里,前金區,高雄市,004,KHH,KHH-070
KHH-070-005,64000070-005,東金里,前金區,高雄市,005,KHH,KHH-070
KHH-070-006,64000070-006,新生里,前金區,高雄市,006,KHH,KHH-070
KHH-070-007,64000070-007,後金里,前金區,高雄市,007,KHH,KHH-070
KHH-070-008,64000070-008,長興里,前金區,高雄市,008,KHH,KHH-070
KHH-070-009,64000070-009,青山里,前金區,高雄市,009,KHH,KHH-070
KHH-070-010,64000070-010,民生里,前金區,高雄市,010,KHH,KHH-070
KHH-070-011,64000070-011,復元里,前金區,高雄市,011,KHH,KHH-070
KHH-070-012,64000070-012,林投里,前金區,高雄市,012,KHH,KHH-070
KHH-070-013,64000070-013,國民里,前金區,高雄市,013,KHH,KHH-070
KHH-070-014,64000070-014,社東里,前金區,高雄市,014,KHH,KHH-070
KHH-070-015,64000070-015,社西里,前金區,高雄市,015,KHH,KHH-070
KHH-070-016,64000070-016,博孝里,前金區,高雄市,016,KHH,KHH-070
KHH-070-017,64000070-017,長生里,前金區,高雄市,017,KHH,KHH-070
KHH-070-018,64000070-018,榮復里,前金區,高雄市,018,KHH,KHH-070
KHH-070-019,64000070-019,文西里,前金區,高雄市,019,KHH,KHH-070
KHH-070-020,64000070-020,文東里,前金區,高雄市,020,KHH,KHH-070
KHH-080-001,64000080-001,博仁里,苓雅區,高雄市,001,KHH,KHH-080
KHH-080-002,64000080-002,苓洲里,苓雅區,高雄市,002,KHH,KHH-080
KHH-080-003,64000080-003,苓昇里,苓雅區,高雄市,003,KHH,KHH-080
KHH-080-004,64000080-004,苓中里,苓雅區,高雄市,004,KHH,KHH-080
KHH-080-005,64000080-005,苓雅里,苓雅區,高雄市,005,KHH,KHH-080
KHH-080-006,64000080-006,苓東里,苓雅區,高雄市,006,KHH,KHH-080
KHH-080-007,64000080-007,城北里,苓雅區,高雄市,007,KHH,KHH-080
KHH-080-008,64000080-008,城西里,苓雅區,高雄市,008,KHH,KHH-080
KHH-080-009,64000080-009,城東里,苓雅區,高雄市,009,KHH,KHH-080
KHH-080-010,64000080-010,意誠里,苓雅區,高雄市,010,KHH,KHH-080
KHH-080-011,64000080-011,鼓中里,苓雅區,高雄市,011,KHH,KHH-080
KHH-080-012,64000080-012,田西里,苓雅區,高雄市,012,KHH,KHH-080
KHH-080-013,64000080-013,人和里,苓雅區,高雄市,013,KHH,KHH-080
KHH-080-014,64000080-014,仁政里,苓雅區,高雄市,014,KHH,KHH-080
KHH-080-015,64000080-015,廣澤里,苓雅區,高雄市,015,KHH,KHH-080
KHH-080-016,64000080-016,美田里,苓雅區,高雄市,016,KHH,KHH-080
KHH-080-017,64000080-017,華堂里,苓雅區,高雄市,017,KHH,KHH-080
KHH-080-018,64000080-018,日中里,苓雅區,高雄市,018,KHH,KHH-080
KHH-080-019,64000080-019,普照里,苓雅區,高雄市,019,KHH,KHH-080
KHH-080-020,64000080-020,和煦里,苓雅區,高雄市,020,KHH,KHH-080
KHH-080-021,64000080-021,晴朗里,苓雅區,高雄市,021,KHH,KHH-080
KHH-080-022,64000080-022,普天里,苓雅區,高雄市,022,KHH,KHH-080
KHH-080-023,64000080-023,林富里,苓雅區,高雄市,023,KHH,KHH-080
KHH-080-024,64000080-024,林圍里,苓雅區,高雄市,024,KHH,KHH-080
KHH-080-025,64000080-025,林安里,苓雅區,高雄市,025,KHH,KHH-080
KHH-080-026,64000080-026,光華里,苓雅區,高雄市,026,KHH,KHH-080
KHH-080-027,64000080-027,林興里,苓雅區,高雄市,027,KHH,KHH-080
KHH-080-028,64000080-028,林華里,苓雅區,高雄市,028,KHH,KHH-080
KHH-080-029,64000080-029,林西里,苓雅區,高雄市,029,KHH,KHH-080
KHH-080-030,64000080-030,林中里,苓雅區,高雄市,030,KHH,KHH-080
KHH-080-031,64000080-031,林泉里,苓雅區,高雄市,031,KHH,KHH-080
KHH-080-032,64000080-032,林南里,苓雅區,高雄市,032,KHH,KHH-080
KHH-080-033,64000080-033,中正里,苓雅區,高雄市,033,KHH,KHH-080
KHH-080-034,64000080-034,尚義里,苓雅區,高雄市,034,KHH,KHH-080
KHH-080-035,64000080-035,同慶里,苓雅區,高雄市,035,KHH,KHH-080
KHH-080-036,64000080-036,凱旋里,苓雅區,高雄市,036,KHH,KHH-080
KHH-080-037,64000080-037,安祥里,苓雅區,高雄市,037,KHH,KHH-080
KHH-080-038,64000080-038,奏捷里,苓雅區,高雄市,038,KHH,KHH-080
KHH-080-039,64000080-039,福壽里,苓雅區,高雄市,039,KHH,KHH-080
KHH-080-040,64000080-040,福南里,苓雅區,高雄市,040,KHH,KHH-080
KHH-080-041,64000080-041,五權里,苓雅區,高雄市,041,KHH,KHH-080
KHH-080-042,64000080-042,民主里,苓雅區,高雄市,042,KHH,KHH-080
